           A          B         C         D         E         F
77  2.566645  -1.221003 -2.055375  1.728805  0.055375 -0.968368
78  1.184281   3.896546  0.623076  1.725472  0.376924 -2.524767
79  0.534522   1.050316 -1.793969  1.576768 -0.206031 -1.006854
80  2.998019  -0.012121 -0.982730 -0.371495 -0.017270 -0.062960
81  0.996481  -0.022836 -0.913704  2.627948 -0.086296  0.083914
82 -0.220137  -3.663683 -0.927474  0.880225 -0.072526 -1.792752
83  0.340187  -2.721530 -2.020021  0.115021  0.020021 -1.223681
84  2.608808   0.680983  1.001380  2.696732 -0.001380  0.916239
85  0.508141  -2.552445 -2.023191  2.366058  0.023191 -1.037771
86  2.999937  -0.024760 -2.279366  2.544097  0.279366 -0.011234
87  0.746058   0.100319 -0.586836  1.123382 -0.413164 -0.728673
88  0.463901  -0.234183  2.002843 -1.034719 -0.002843 -1.088403
89  2.921740   0.236347 -1.779371  2.569615 -0.220629  0.398253
90  0.217995  -0.423364  0.911097  2.027156  0.088903 -1.351037
91  2.562843   1.936809 -1.093343  1.413918  0.093343 -0.972974
92  0.210097  -1.336977 -0.994644 -0.321050 -0.005356 -1.359123
93  2.809332   1.683045  2.082436  2.399454 -0.082436  0.627783
94  2.818590  -0.109046 -2.266527 -0.972772  0.266527  0.611844
95  1.895069   0.058993  1.022909  0.881899 -0.022909 -1.675921
96  2.987611   0.119667  1.840159  1.011747  0.159841 -0.157571
97  2.315003   0.804138 -1.869811  2.284908 -0.130189 -1.250337
